,preflop_action,board_flop,board_turn,board_river,aggressor_position,postflop_action,evaluation_at,available_moves,pot_size,hero_position,holding,correct_decision
6345,BTN/2.5bb/BB/call,8h8cTc,As,Qd,OOP,OOP_CHECK/IP_CHECK/dealcards/As/OOP_BET_4/IP_RAISE_13/OOP_CALL/dealcards/Qd/OOP_CHECK/IP_BET_23,River,"['Fold', 'Call', 'Raise 84']",54,OOP,Kc3c,Fold
6346,HJ/2.0bb/BB/call,Th4c5d,Kd,Qh,OOP,OOP_CHECK,Flop,"['Check', 'Bet 3']",4,IP,AsJh,Check
6347,SB/3.0bb/BB/call,9s7s4c,6s,Ks,OOP,OOP_CHECK/IP_CHECK/dealcards/6s/OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Ks/OOP_CHECK,River,"['Check', 'Bet 12']",16,IP,9c5c,Check
6348,HJ/2.0bb/BB/call,Ad8d3d,9d,Td,OOP,OOP_CHECK/IP_CHECK/dealcards/9d/OOP_BET_5/IP_CALL/dealcards/Td/OOP_CHECK/IP_BET_11,River,"['Fold', 'Call', 'Raise 35']",25,OOP,Tc6c,Fold
6349,HJ/2.0bb/CO/6.5bb/HJ/call,QcAdKh,3d,8c,IP,OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/3d/OOP_CHECK,Turn,"['Check', 'Bet 20', 'Bet 37']",34,IP,AcQs,Check
6350,HJ/2.0bb/CO/6.5bb/HJ/call,Ad9h8h,3s,2h,IP,OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/3s/OOP_BET_20,Turn,"['Fold', 'Call', 'Raise 44', 'Raise 83']",54,IP,TsTh,Fold
6351,HJ/2.0bb/BB/call,Th3s2d,5d,Ks,OOP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/5d/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/Ks/OOP_CHECK/IP_BET_20/OOP_RAISE_87,River,"['Fold', 'Call']",130,IP,As2s,Fold
6352,BTN/2.5bb/BB/call,Js8d3c,9d,2h,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/9d/OOP_CHECK/IP_CHECK/dealcards/2h/OOP_CHECK/IP_BET_7,River,"['Fold', 'Call', 'Raise 22']",16,OOP,9h8h,Raise 22
6353,SB/3.0bb/BB/call,QcAdKh,Ts,Ac,OOP,OOP_CHECK/IP_CHECK/dealcards/Ts/OOP_BET_5/IP_CALL/dealcards/Ac/OOP_BET_8/IP_RAISE_29,River,"['Fold', 'Call', 'Raise 92']",53,OOP,6s6h,Fold
6354,CO/2.3bb/BB/call,4s4h3h,9s,Js,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/9s/OOP_CHECK/IP_BET_11/OOP_CALL/dealcards/Js/OOP_CHECK,River,"['Check', 'Bet 23']",29,IP,As5s,Bet 23
6355,CO/2.3bb/BTN/call,QcAdKh,Ts,Tc,OOP,OOP_CHECK/IP_CHECK/dealcards/Ts/OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Tc/OOP_CHECK,River,"['Check', 'Bet 12']",16,IP,8h8d,Check
6356,BTN/2.5bb/BB/call,6s8d7c,Js,2s,OOP,OOP_CHECK/IP_CHECK/dealcards/Js/OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/2s/OOP_CHECK/IP_BET_10/OOP_RAISE_32,River,"['Fold', 'Call', 'Raise 93']",55,IP,KdTh,Fold
6357,BTN/2.5bb/BB/call,9dTs8s,5d,2s,OOP,OOP_CHECK/IP_CHECK/dealcards/5d/OOP_BET_6/IP_CALL/dealcards/2s/OOP_BET_9,River,"['Fold', 'Call', 'Raise 32']",26,IP,Js7s,Raise 32
6358,SB/3.0bb/BB/call,QcAdKh,Ts,Tc,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Ts/OOP_CHECK/IP_BET_12/OOP_RAISE_38,Turn,"['Fold', 'Call', 'Raise 92']",66,IP,5c3c,Fold
6359,UTG/2.0bb/BTN/call,6s8d7c,Js,2s,OOP,OOP_CHECK/IP_CHECK/dealcards/Js/OOP_BET_6/IP_CALL/dealcards/2s/OOP_BET_9/IP_RAISE_32,River,"['Fold', 'Call', 'Raise 92']",58,OOP,AsKh,Raise 92
6360,SB/3.0bb/BB/call,TsKcAh,Jc,Jh,OOP,OOP_BET_5,Flop,"['Fold', 'Call', 'Raise 16']",11,IP,Ks4s,Call
6361,SB/3.0bb/BB/call,Jh4h5s,2d,Qc,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/2d/OOP_CHECK/IP_CHECK/dealcards/Qc/OOP_CHECK,River,"['Check', 'Bet 12']",16,IP,9s9d,Check
6362,SB/3.0bb/BB/call,4s4h3h,9s,Kc,OOP,OOP_CHECK/IP_CHECK/dealcards/9s/OOP_BET_5/IP_CALL/dealcards/Kc/OOP_CHECK/IP_BET_12,River,"['Fold', 'Call', 'Raise 38']",28,OOP,Jd8d,Fold
6363,BTN/2.5bb/BB/call,Ks7h2d,6h,Th,OOP,OOP_BET_2/IP_RAISE_8/OOP_CALL/dealcards/6h/OOP_CHECK,Turn,"['Check', 'Bet 16', 'Bet 26']",21,IP,Jc9d,Check
6364,HJ/2.0bb/BTN/call,Js8d3c,Kd,8h,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Kd/OOP_CHECK/IP_BET_11/OOP_RAISE_31/IP_CALL/dealcards/8h/OOP_CHECK/IP_RAISE_65,River,"['Fold', 'Call']",134,OOP,TsTc,Fold
6365,HJ/2.0bb/BB/call,Jh4h5s,Kh,6h,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_BET_3/IP_RAISE_10/OOP_CALL/dealcards/6h/OOP_CHECK,River,"['Check', 'Bet 18']",24,IP,AdJs,Bet 18
6366,UTG/2.0bb/CO/6.5bb/UTG/call,Qc8cAc,3c,Ah,IP,OOP_BET_3/IP_RAISE_10/OOP_CALL/dealcards/3c/OOP_CHECK/IP_BET_20/OOP_RAISE_44,Turn,"['Fold', 'Call', 'Raise 83']",98,IP,QhQd,Raise 83
6367,SB/3.0bb/BB/10.0bb/SB/call,AcKs7d,Kd,Tc,IP,OOP_CHECK/IP_BET_10/OOP_RAISE_23/IP_CALL/dealcards/Kd/OOP_CHECK,Turn,"['Check', 'Bet 40', 'Raise 67']",66,IP,Td4d,Check
6368,CO/2.3bb/BB/call,TsKcAh,Jc,Jh,OOP,OOP_CHECK/IP_CHECK/dealcards/Jc/OOP_BET_6/IP_CALL/dealcards/Jh/OOP_CHECK,River,"['Check', 'Bet 13']",17,IP,Qs8s,Bet 13
6369,UTG/2.0bb/BB/call,Td6h4h,8d,2c,OOP,OOP_CHECK/IP_CHECK/dealcards/8d/OOP_CHECK/IP_BET_5/OOP_RAISE_14/IP_CALL/dealcards/2c/OOP_CHECK,River,"['Check', 'Bet 24']",32,IP,As6s,Check
6370,BTN/2.5bb/BB/call,Ad9h8h,2h,Th,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/2h/OOP_BET_10/IP_RAISE_32,Turn,"['Fold', 'Call', 'Raise 93']",55,OOP,QsJc,Fold
6371,UTG/2.0bb/BB/call,Ad9h8h,3s,2c,OOP,OOP_CHECK/IP_CHECK/dealcards/3s/OOP_CHECK/IP_CHECK/dealcards/2c/OOP_BET_2,River,"['Fold', 'Call', 'Raise 7']",6,IP,AhKs,Raise 7
6372,CO/2.3bb/BB/call,JcJh4s,Ts,8c,OOP,OOP_CHECK/IP_CHECK/dealcards/Ts/OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/8c/OOP_CHECK/IP_BET_23,River,"['Fold', 'Call', 'Raise 84']",54,OOP,AcTc,Call
6373,BTN/2.5bb/BB/call,7d6c4h,Qs,7c,OOP,OOP_BET_2/IP_CALL/dealcards/Qs/OOP_CHECK,Turn,"['Check', 'Bet 7', 'Bet 11']",9,IP,AhKh,Check
6374,HJ/2.0bb/BTN/call,6s8d7c,Js,2s,OOP,OOP_CHECK/IP_CHECK/dealcards/Js/OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/2s/OOP_BET_7,River,"['Fold', 'Call', 'Raise 25']",20,IP,QcJc,Call
6375,BTN/2.5bb/BB/call,Td6h4h,Kh,8c,OOP,OOP_BET_4/IP_RAISE_13/OOP_CALL/dealcards/Kh/OOP_CHECK/IP_BET_23,Turn,"['Fold', 'Call', 'Raise 84']",54,OOP,Tc6c,Call
6376,UTG/2.0bb/BB/call,7d6c4h,5h,3c,OOP,OOP_CHECK/IP_BET_1/OOP_RAISE_5/IP_CALL/dealcards/5h/OOP_CHECK/IP_BET_18,Turn,"['Fold', 'Call', 'Raise 51', 'Raise 93']",32,OOP,9s7s,Call
6377,CO/2.3bb/BB/call,9dTs8s,5d,2s,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/5d/OOP_CHECK/IP_CHECK/dealcards/2s/OOP_CHECK,River,"['Check', 'Bet 7']",9,IP,Kd6d,Bet 7
6378,BTN/2.5bb/BB/call,Ad8d3d,9d,Td,OOP,OOP_CHECK/IP_CHECK/dealcards/9d/OOP_CHECK/IP_BET_6/OOP_RAISE_17/IP_CALL/dealcards/Td/OOP_CHECK,River,"['Check', 'Bet 29']",39,IP,Ks3s,Bet 29
6379,BTN/2.5bb/BB/call,9dTs8s,5d,2s,OOP,OOP_CHECK,Flop,"['Check', 'Bet 2']",5,IP,Kh5h,Check
6380,HJ/2.0bb/BB/call,Ad8d3d,9d,Ah,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/9d/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/Ah/OOP_CHECK/IP_BET_17/OOP_RAISE_54,River,"['Fold', 'Call', 'Raise 89']",92,IP,TsTc,Fold
6381,CO/2.3bb/BB/call,5c2d3h,Ad,Td,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Ad/OOP_CHECK/IP_BET_11/OOP_CALL/dealcards/Td/OOP_BET_16,River,"['Fold', 'Call', 'Raise 58', 'Raise 84']",45,IP,Ac9c,Call
6382,HJ/2.0bb/BTN/call,7d6c4h,5h,3c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/5h/OOP_BET_7/IP_RAISE_22,Turn,"['Fold', 'Call', 'Raise 57', 'Raise 96']",38,OOP,AsKc,Fold
6383,BTN/2.5bb/BB/call,Td6h4h,8d,Qd,OOP,OOP_BET_4/IP_RAISE_13/OOP_CALL/dealcards/8d/OOP_BET_39/IP_RAISE_84,Turn,"['Fold', 'Call']",154,OOP,KsTs,Call
6384,SB/3.0bb/BB/call,Qc8cAc,3c,Qh,OOP,OOP_CHECK/IP_CHECK/dealcards/3c/OOP_BET_8,Turn,"['Fold', 'Call', 'Raise 23']",14,IP,KhJc,Call
6385,BTN/2.5bb/BB/call,6s8d7c,9s,Kc,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/9s/OOP_CHECK/IP_BET_7/OOP_RAISE_22,Turn,"['Fold', 'Call', 'Raise 57', 'Raise 95']",38,IP,Tc8s,Fold
6386,BTN/2.5bb/BB/call,Jh4h5s,Kh,8d,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_CHECK/IP_BET_4,Turn,"['Fold', 'Call', 'Raise 13']",9,OOP,Ah9d,Raise 13
6387,HJ/2.0bb/BTN/call,4s4h3h,9s,Js,OOP,OOP_BET_2/IP_CALL/dealcards/9s/OOP_BET_7/IP_RAISE_22,Turn,"['Fold', 'Call', 'Raise 57', 'Raise 96']",38,OOP,Ac9d,Raise 57
6388,SB/3.0bb/BB/call,JcJh4s,Ts,Qc,OOP,OOP_BET_2/IP_RAISE_9,Flop,"['Fold', 'Call', 'Raise 25']",17,OOP,6d6c,Call
6389,HJ/2.0bb/BB/call,7d6c4h,5h,3c,OOP,OOP_CHECK/IP_BET_1/OOP_RAISE_5/IP_CALL/dealcards/5h/OOP_CHECK/IP_BET_18/OOP_CALL/dealcards/3c/OOP_CHECK/IP_BET_38,River,"['Fold', 'Call', 'Raise 75']",83,OOP,TsTh,Fold
6390,BTN/2.5bb/BB/call,Ks7h2d,6h,4h,OOP,OOP_CHECK/IP_CHECK/dealcards/6h/OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/4h/OOP_CHECK,River,"['Check', 'Bet 10']",13,IP,Th8h,Bet 10
6391,CO/2.3bb/BB/call,4s4h3h,Jh,8c,OOP,OOP_BET_2/IP_RAISE_8/OOP_CALL/dealcards/Jh/OOP_CHECK,Turn,"['Check', 'Bet 16', 'Bet 26']",21,IP,6d6c,Check
6392,UTG/2.0bb/BB/call,AcKs7d,Kd,Ah,OOP,OOP_CHECK/IP_CHECK/dealcards/Kd/OOP_BET_3/IP_CALL/dealcards/Ah/OOP_CHECK,River,"['Check', 'Bet 8']",10,IP,9d9c,Bet 8
6393,UTG/2.0bb/HJ/6.5bb/UTG/call,Jh4h5s,2d,Qc,IP,OOP_CHECK/IP_CHECK/dealcards/2d/OOP_CHECK,Turn,"['Check', 'Bet 8', 'Bet 15']",14,IP,AcQc,Bet 15
6394,CO/2.3bb/BTN/call,JsKs5d,8h,5c,OOP,OOP_CHECK/IP_BET_5,Flop,"['Fold', 'Call', 'Raise 13']",11,OOP,AcQs,Call
6395,HJ/2.0bb/BB/call,Ks7h2d,6h,Th,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/6h/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/Th/OOP_BET_11,River,"['Fold', 'Call', 'Raise 40']",32,IP,AsQh,Fold
6396,SB/3.0bb/BB/call,Jh4h5s,Kh,8d,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Kh/OOP_BET_12,Turn,"['Fold', 'Call', 'Raise 38']",28,IP,Th6h,Raise 38
6397,CO/2.3bb/BTN/call,8h8cTc,Kc,2c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Kc/OOP_BET_8/IP_RAISE_25,Turn,"['Fold', 'Call', 'Raise 65', 'Raise 95']",43,OOP,Ts8s,Call
6398,SB/3.0bb/BB/call,6s8d7c,Js,Ac,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Js/OOP_CHECK/IP_CHECK/dealcards/Ac/OOP_CHECK/IP_BET_8/OOP_RAISE_25,River,"['Fold', 'Call', 'Raise 65', 'Raise 95']",43,IP,4s2s,Fold
6399,SB/3.0bb/BB/call,TsKcAh,2d,9d,OOP,OOP_BET_5/IP_RAISE_16/OOP_CALL/dealcards/2d/OOP_CHECK,Turn,"['Check', 'Bet 29', 'Bet 48']",38,IP,8h7s,Bet 29
6400,CO/2.3bb/BTN/7.5bb/CO/call,Ad8d3d,Kh,5d,IP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/Kh/OOP_CHECK/IP_BET_24/OOP_RAISE_48,Turn,"['Fold', 'Call', 'Raise 89']",94,IP,AcQs,Call
6401,HJ/2.0bb/BTN/7.5bb/HJ/call,Td6h4h,Kh,8c,IP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/Kh/OOP_CHECK/IP_BET_24/OOP_RAISE_48,Turn,"['Fold', 'Call', 'Raise 89']",94,IP,Ac3c,Fold
6402,SB/3.0bb/BB/call,Ad9h8h,3s,2c,OOP,OOP_CHECK/IP_CHECK/dealcards/3s/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/2c/OOP_BET_11,River,"['Fold', 'Call', 'Raise 40']",33,IP,Jh6h,Fold
6403,HJ/2.0bb/BB/call,Ad8d3d,Kh,Jc,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_CHECK/IP_BET_5/OOP_RAISE_14/IP_CALL/dealcards/Jc/OOP_CHECK,River,"['Check', 'Bet 24']",32,IP,QhQc,Bet 24
6404,BTN/2.5bb/BB/call,QcAdKh,Ts,Tc,OOP,OOP_CHECK/IP_CHECK/dealcards/Ts/OOP_CHECK/IP_BET_4,Turn,"['Fold', 'Call', 'Raise 13']",9,OOP,Jc6c,Call
6405,HJ/2.0bb/BB/call,Th4c5d,7s,3d,OOP,OOP_BET_3/IP_RAISE_10/OOP_CALL/dealcards/7s/OOP_BET_18,Turn,"['Fold', 'Call', 'Raise 58', 'Raise 88']",42,IP,AsTc,Call
6406,CO/2.3bb/BB/call,QcAdKh,Ts,Ac,OOP,OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/Ts/OOP_CHECK,Turn,"['Check', 'Bet 23', 'Bet 39']",31,IP,KcQd,Check
6407,SB/3.0bb/BB/call,JsKs5d,Jd,8s,OOP,OOP_CHECK/IP_CHECK/dealcards/Jd/OOP_BET_8/IP_RAISE_23/OOP_CALL/dealcards/8s/OOP_CHECK/IP_BET_39,River,"['Fold', 'Call', 'Raise 74']",91,OOP,Qs5s,Raise 74
6408,UTG/2.0bb/SB/10.0bb/UTG/call,Qc8cAc,Kh,3s,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/Kh/OOP_CHECK,Turn,"['Check', 'Bet 17', 'Bet 32']",29,IP,KdQd,Check
6409,SB/3.0bb/BB/10.0bb/SB/call,Jh4h5s,2d,Ac,IP,OOP_CHECK/IP_BET_10/OOP_CALL/dealcards/2d/OOP_CHECK/IP_BET_44,Turn,"['Fold', 'Call', 'Raise 80']",84,OOP,6d6c,Raise 80
6410,UTG/2.0bb/BTN/call,7d6c4h,Qs,7c,OOP,OOP_BET_2/IP_CALL/dealcards/Qs/OOP_CHECK,Turn,"['Check', 'Bet 7', 'Bet 11']",9,IP,JsJh,Check
6411,CO/2.3bb/BB/call,8h8cTc,As,4d,OOP,OOP_BET_2/IP_RAISE_8/OOP_CALL/dealcards/As/OOP_BET_26/IP_RAISE_89,Turn,"['Fold', 'Call']",136,OOP,AcJd,Fold
6412,SB/3.0bb/BB/call,JsKs5d,Jd,4d,OOP,OOP_CHECK/IP_CHECK/dealcards/Jd/OOP_BET_5/IP_CALL/dealcards/4d/OOP_CHECK,River,"['Check', 'Bet 12']",16,IP,As5h,Check
6413,SB/3.0bb/BB/call,JsKs5d,Jd,8s,OOP,OOP_CHECK/IP_CHECK/dealcards/Jd/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/8s/OOP_CHECK/IP_BET_17,River,"['Fold', 'Call', 'Raise 54', 'Raise 89']",39,OOP,JhTd,Call
6414,BTN/2.5bb/BB/call,QcAdKh,3d,Jc,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/3d/OOP_CHECK/IP_CHECK/dealcards/Jc/OOP_CHECK,River,"['Check', 'Bet 10']",13,IP,Kc3c,Check
6415,SB/3.0bb/BB/10.0bb/SB/call,7d6c4h,Qs,5s,IP,OOP_CHECK/IP_BET_10/OOP_CALL/dealcards/Qs/OOP_CHECK/IP_BET_24,Turn,"['Fold', 'Call', 'Raise 53', 'Raise 80']",64,OOP,JcTc,Fold
6416,BTN/2.5bb/BB/call,Th3s2d,Ac,Qc,OOP,OOP_CHECK,Flop,"['Check', 'Bet 4']",5,IP,Ac7c,Check
6417,SB/3.0bb/BB/call,Jh4h5s,2d,Ac,OOP,OOP_CHECK/IP_CHECK/dealcards/2d/OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Ac/OOP_CHECK,River,"['Check', 'Bet 12']",16,IP,Ah5c,Bet 12
6418,CO/2.3bb/BB/call,Th3s2d,5d,Ks,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/5d/OOP_CHECK/IP_BET_10/OOP_RAISE_32/IP_CALL/dealcards/Ks/OOP_CHECK,River,"['Check', 'Raise 61']",73,IP,JsJh,Check
6419,BTN/2.5bb/BB/call,6s8d7c,9s,3c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/9s/OOP_CHECK/IP_BET_7/OOP_CALL/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 17']",21,IP,AsKs,Check
6420,UTG/2.0bb/BB/call,Ad9h8h,2h,Th,OOP,OOP_CHECK/IP_CHECK/dealcards/2h/OOP_BET_3/IP_RAISE_10/OOP_CALL/dealcards/Th/OOP_CHECK,River,"['Check', 'Bet 18']",24,IP,7h7d,Check
6421,HJ/2.0bb/BTN/call,Th4c5d,Kd,8c,OOP,OOP_CHECK/IP_CHECK/dealcards/Kd/OOP_CHECK/IP_BET_6/OOP_CALL/dealcards/8c/OOP_CHECK/IP_BET_13,River,"['Fold', 'Call', 'Raise 41']",30,OOP,AsKs,Call
6422,HJ/2.0bb/BB/call,9s7s4c,6s,Ks,OOP,OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/6s/OOP_CHECK/IP_BET_30,Turn,"['Fold', 'Call', 'Raise 88']",54,OOP,Qh5h,Fold
6423,BTN/2.5bb/BB/call,6s8d7c,9s,Kc,OOP,OOP_CHECK/IP_CHECK/dealcards/9s/OOP_CHECK,Turn,"['Check', 'Bet 4', 'Bet 6']",5,IP,Ah8c,Check
6424,CO/2.3bb/BB/call,9dTs8s,Jh,3c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Jh/OOP_CHECK/IP_BET_11/OOP_CALL/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 23']",29,IP,JcTd,Check
6425,SB/3.0bb/BB/call,TsKcAh,Jc,Ks,OOP,OOP_CHECK/IP_CHECK/dealcards/Jc/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/Ks/OOP_CHECK,River,"['Check', 'Bet 17']",22,IP,4d3d,Check
6426,CO/2.3bb/BB/call,4s4h3h,9s,Kc,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/9s/OOP_CHECK,Turn,"['Check', 'Bet 7', 'Bet 11']",9,IP,Ad2d,Check
6427,UTG/2.0bb/BB/call,7d6c4h,Qs,5s,OOP,OOP_CHECK/IP_CHECK/dealcards/Qs/OOP_BET_5/IP_RAISE_14/OOP_CALL/dealcards/5s/OOP_CHECK/IP_BET_24/OOP_RAISE_84,River,"['Fold', 'Call']",140,IP,Kc5c,Fold
6428,BTN/2.5bb/BB/call,AcKs7d,Kd,Ah,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/Kd/OOP_CHECK/IP_BET_10/OOP_RAISE_32/IP_CALL/dealcards/Ah/OOP_CHECK,River,"['Check', 'Raise 61']",73,IP,9s9d,Raise 61
6429,BTN/2.5bb/BB/call,JsKs5d,8h,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/8h/OOP_BET_4/IP_RAISE_13/OOP_CALL/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 23']",31,IP,Tc8d,Check
6430,UTG/2.0bb/BB/call,Js8d3c,9d,2h,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/9d/OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/2h/OOP_CHECK,River,"['Check', 'Bet 12']",15,IP,KcTc,Check
6431,UTG/2.0bb/CO/6.5bb/UTG/call,Th3s2d,Ac,3h,IP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/Ac/OOP_BET_12,Turn,"['Fold', 'Call', 'Raise 27']",32,IP,AdKd,Raise 27
6432,SB/3.0bb/BB/10.0bb/SB/call,Js8d3c,9d,2h,IP,OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/9d/OOP_CHECK/IP_BET_28,Turn,"['Fold', 'Call', 'Raise 77']",74,OOP,QhTh,Raise 77
6433,HJ/2.0bb/BB/call,Th3s2d,5d,Ks,OOP,OOP_BET_3/IP_RAISE_10/OOP_CALL/dealcards/5d/OOP_CHECK,Turn,"['Check', 'Bet 18', 'Bet 30']",24,IP,AhQh,Check
6434,HJ/2.0bb/BB/call,5c2d3h,Ad,7c,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/Ad/OOP_CHECK/IP_CHECK/dealcards/7c/OOP_CHECK,River,"['Check', 'Bet 5']",6,IP,8h8d,Check
6435,CO/2.3bb/BTN/call,Ks7h2d,Jc,7c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Jc/OOP_CHECK/IP_BET_8/OOP_RAISE_25/IP_CALL/dealcards/7c/OOP_BET_30/IP_RAISE_70,River,"['Fold', 'Call']",158,OOP,Jd9d,Call
6436,HJ/2.0bb/BB/call,9dTs8s,Jh,3c,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/Jh/OOP_CHECK/IP_BET_8,Turn,"['Fold', 'Call', 'Raise 23']",14,OOP,QsTh,Call
6437,HJ/2.0bb/CO/6.5bb/HJ/call,5c2d3h,Ad,7c,IP,OOP_CHECK/IP_BET_7/OOP_CALL/dealcards/Ad/OOP_BET_17,Turn,"['Fold', 'Call', 'Raise 37', 'Raise 86']",45,IP,AsQc,Raise 37
6438,SB/3.0bb/BB/call,QcAdKh,3d,8c,OOP,OOP_CHECK/IP_CHECK/dealcards/3d/OOP_CHECK/IP_CHECK/dealcards/8c/OOP_CHECK,River,"['Check', 'Bet 5']",6,IP,Ks9d,Check
6439,BTN/2.5bb/SB/12.0bb/BTN/call,5c2d3h,Ad,Td,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Ad/OOP_CHECK,Turn,"['Check', 'Bet 21', 'Bet 39']",35,IP,QdJd,Bet 21
6440,UTG/2.0bb/BB/call,Ks7h2d,6h,Th,OOP,OOP_CHECK/IP_CHECK/dealcards/6h/OOP_BET_3,Turn,"['Fold', 'Call', 'Raise 10']",7,IP,AhAc,Raise 10
6441,HJ/2.0bb/BTN/7.5bb/HJ/call,9dTs8s,5d,2s,IP,OOP_CHECK/IP_BET_3/OOP_RAISE_10,Flop,"['Fold', 'Call', 'Raise 22']",29,IP,Ah5h,Fold
6442,BTN/2.5bb/BB/call,Th4c5d,7s,As,OOP,OOP_CHECK/IP_BET_4/OOP_RAISE_13,Flop,"['Fold', 'Call', 'Raise 33']",22,IP,AsTd,Call
6443,CO/2.3bb/BTN/call,JsKs5d,8h,3c,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/8h/OOP_CHECK/IP_BET_12,Turn,"['Fold', 'Call', 'Raise 38']",28,OOP,QhQd,Call
6444,CO/2.3bb/BTN/7.5bb/CO/call,QcAdKh,3d,Jc,IP,OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/3d/OOP_CHECK,Turn,"['Check', 'Bet 19', 'Bet 35']",32,IP,AcTd,Check
6445,SB/3.0bb/BB/call,7d6c4h,Qs,7c,OOP,OOP_BET_2/IP_CALL/dealcards/Qs/OOP_CHECK/IP_BET_13,Turn,"['Fold', 'Call', 'Raise 37']",23,OOP,6d4d,Call
6446,BTN/2.5bb/BB/call,Jh4h5s,2d,Ac,OOP,OOP_CHECK/IP_CHECK/dealcards/2d/OOP_CHECK/IP_BET_6/OOP_CALL/dealcards/Ac/OOP_CHECK/IP_BET_13,River,"['Fold', 'Call', 'Raise 41']",30,OOP,Ad8h,Call
6447,UTG/2.0bb/BTN/call,AcKs7d,Kd,Tc,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/Kd/OOP_CHECK/IP_BET_10/OOP_CALL/dealcards/Tc/OOP_BET_17/IP_RAISE_84,River,"['Fold', 'Call']",130,OOP,Ad8d,Fold
6448,CO/2.3bb/BB/call,Js8d3c,9d,2h,OOP,OOP_CHECK,Flop,"['Check', 'Bet 2']",5,IP,KdKc,Bet 2
6449,BTN/2.5bb/BB/call,4s4h3h,9s,Kc,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/9s/OOP_CHECK/IP_BET_7/OOP_RAISE_22/IP_CALL/dealcards/Kc/OOP_CHECK,River,"['Check', 'Bet 40', 'Raise 73']",51,IP,AdKh,Check
